AUD	CAD	EUR	JPY	NZD	NOK	SEK	CHF	GBP
0.01832732	0.00000000	0.07828795	-0.04493053	0.04928584	-0.12142280	-0.01330000	-0.06493978	0.09131601
0.07512411	-0.08979033	0.09501771	0.00000000	0.00000000	-0.20093103	-0.16456641	-0.07501065	0.04634040
-0.04259437	0.02027882	-0.05535786	0.00000000	-0.00447421	0.00528945	0.05756925	0.07989036	0.01229561
0.03854269	-0.02281549	0.05535786	-0.02814630	-0.02014958	-0.02038385	-0.03654005	-0.01627153	-0.00819601
0.04451178	-0.14270462	-0.02633681	0.01267201	0.15161162	-0.01236065	-0.01908088	0.02277548	-0.00820025
-0.03033540	0.02429935	-0.09517595	0.00000000	0.03767773	-0.00863855	0.06396669	0.02111944	-0.00761831
0.02427295	0.04084134	-0.05445350	-0.01689826	0.01991089	0.04334165	0.07085895	0.07773698	-0.00117237
-0.05263839	0.05344529	0.07962485	-0.05221650	-0.06202718	-0.12347186	-0.02919584	-0.07611357	0.01581973
0.09099482	0.04946717	0.03305951	-0.07793793	0.10838903	0.01400764	-0.01316535	0.02108923	-0.10753257
0.02417745	0.00000000	0.15773426	-0.07404035	0.15138544	-0.18147479	-0.17332547	-0.12695768	0.20735972
0.00000000	0.00000000	0.12117506	-0.06865281	0.00000000	0.00000000	0.00000000	0.00000000	0.12520673
